date,wai_qoq,wai_qoq_lo,wai_qoq_hi,wai_yoy,wai_index,gdp_qoq,gdp_yoy,gdp_index
2006-04-07,3.9329,2.8009,5.065,0.7963,82.2725,,,
2006-04-14,3.3363,2.2032,4.4695,0.8456,82.3287,,,
2006-04-21,4.0278,2.8879,5.1677,0.9107,82.3965,,,
2006-04-28,2.7411,1.6435,3.8386,0.9541,82.443,,,
2006-05-07,2.7108,1.5911,3.8305,0.9939,82.4889,,,
2006-05-14,2.2349,1.1395,3.3304,1.0166,82.5269,,,
2006-05-21,1.3094,0.2181,2.4006,1.0062,82.5493,,,
2006-05-28,1.0486,-0.084,2.1812,1.0106,82.5673,,,
2006-06-07,2.4547,1.3389,3.5706,1.0518,82.609,,,
2006-06-14,2.2238,1.1192,3.3283,1.0679,82.6469,,,
2006-06-21,1.8298,0.7344,2.9251,1.0806,82.6781,,,
2006-06-28,2.3973,1.2974,3.4972,1.0885,82.7189,2.2126,1.7437,82.4034
2006-07-07,1.9014,0.7877,3.015,1.0999,82.7514,,,
2006-07-14,2.0066,0.8792,3.134,1.1021,82.7857,,,
2006-07-21,2.1171,1.0019,3.2322,1.1204,82.8218,,,
2006-07-28,1.8229,0.7359,2.9098,1.1439,82.853,,,
2006-08-07,1.6048,0.5297,2.6799,1.1588,82.8805,,,
2006-08-14,2.5483,1.434,3.6626,1.1961,82.9239,,,
2006-08-21,2.3173,1.1775,3.4571,1.2408,82.9635,,,
2006-08-28,3.4117,2.2958,4.5276,1.3176,83.0216,,,
2006-09-07,3.0002,1.8753,4.1252,1.3774,83.0727,,,
2006-09-14,2.6373,1.5064,3.7682,1.4389,83.1178,,,
2006-09-21,2.1385,1.014,3.2629,1.473,83.1545,,,
2006-09-28,0.4776,-0.665,1.6202,1.4551,83.1627,0.6766,1.7943,82.8555
2006-10-07,-0.343,-1.4385,0.7525,1.4344,83.1568,,,
2006-10-14,-0.0253,-1.1478,1.0973,1.4386,83.1563,,,
2006-10-21,-0.1197,-1.2072,0.9677,1.461,83.1543,,,
2006-10-28,1.067,-0.0596,2.1937,1.49,83.1726,,,
2006-11-07,1.3639,0.2302,2.4976,1.5318,83.1961,,,
2006-11-14,1.1453,0.0303,2.2604,1.5498,83.2159,,,
2006-11-21,1.8098,0.7313,2.8883,1.5801,83.247,,,
2006-11-28,1.3866,0.2565,2.5167,1.6134,83.2709,,,
2006-12-07,1.5285,0.3937,2.6632,1.6538,83.2972,,,
2006-12-14,1.9036,0.7746,3.0325,1.6946,83.3299,,,
2006-12-21,1.8792,0.8037,2.9547,1.7059,83.3623,,,
2006-12-28,1.7079,0.5788,2.8371,1.7089,83.3917,1.7855,1.7795,82.9953
2007-01-07,1.5439,0.4228,2.665,1.7273,83.4183,,,
2007-01-14,1.3483,0.208,2.4886,1.7442,83.4416,,,
2007-01-21,2.2011,1.1171,3.285,1.7891,83.4794,,,
2007-01-28,2.1,0.9649,3.2352,1.8386,83.5156,,,
2007-02-07,1.5025,0.416,2.5891,1.8601,83.5416,,,
2007-02-14,1.2247,0.1487,2.3007,1.8766,83.5628,,,
2007-02-21,0.7275,-0.3597,1.8147,1.8658,83.5754,,,
2007-02-28,1.1179,0.0439,2.192,1.8589,83.5947,,,
2007-03-07,1.0368,-0.0779,2.1514,1.849,83.6127,,,
2007-03-14,1.2867,0.2035,2.37,1.8249,83.635,,,
2007-03-21,1.5026,0.3657,2.6395,1.8143,83.661,,,
2007-03-28,-0.1671,-1.244,0.9097,1.766,83.6581,-0.1803,2.0151,83.3633
2007-04-07,-0.3467,-1.4619,0.7685,1.6768,83.652,,,
2007-04-14,1.176,0.0977,2.2543,1.6321,83.6724,,,
2007-04-21,1.3485,0.2139,2.483,1.5768,83.6957,,,
2007-04-28,1.3017,0.1936,2.4099,1.5469,83.7183,,,
2007-05-07,1.6292,0.5076,2.7509,1.5245,83.7465,,,
2007-05-14,1.9178,0.8388,2.9969,1.5179,83.7797,,,
2007-05-21,1.1189,0.0449,2.1929,1.514,83.7991,,,
2007-05-28,1.1943,0.065,2.3236,1.517,83.8198,,,
2007-06-07,1.6527,0.5383,2.767,1.5004,83.8484,,,
2007-06-14,1.7562,0.6729,2.8394,1.4907,83.8789,,,
2007-06-21,1.5773,0.4864,2.6682,1.4854,83.9062,,,
2007-06-28,1.4458,0.3662,2.5254,1.4657,83.9313,1.2345,1.1192,83.3257
2007-07-07,0.8862,-0.2476,2.0199,1.4445,83.9468,,,
2007-07-14,0.8229,-0.311,1.9568,1.4199,83.9611,,,
2007-07-21,1.1709,0.0901,2.2517,1.4002,83.9815,,,
2007-07-28,0.8678,-0.2175,1.9531,1.3803,83.9966,,,
2007-08-07,1.0054,-0.0839,2.0947,1.3678,84.0141,,,
2007-08-14,1.2392,0.1451,2.3333,1.3406,84.0357,,,
2007-08-21,1.82,0.7159,2.9241,1.3303,84.0672,,,
2007-08-28,0.8919,-0.2309,2.0147,1.2783,84.0828,,,
2007-09-07,1.087,-0.0446,2.2186,1.2387,84.1017,,,
2007-09-14,1.7296,0.6293,2.8298,1.2199,84.1318,,,
2007-09-21,1.8868,0.7851,2.9885,1.2147,84.1646,,,
2007-09-28,0.8124,-0.3193,1.9442,1.2218,84.1788,0.8061,0.8764,83.5817
2007-10-07,0.9078,-0.2252,2.0409,1.2481,84.1946,,,
2007-10-14,1.7451,0.626,2.8643,1.2851,84.225,,,
2007-10-21,1.1836,0.0556,2.3115,1.3125,84.2456,,,
2007-10-28,1.3564,0.2668,2.446,1.3185,84.2693,,,
2007-11-07,1.0203,-0.1051,2.1458,1.3113,84.2871,,,
2007-11-14,1.7209,0.6123,2.8296,1.3233,84.3171,,,
2007-11-21,2.3626,1.2885,3.4367,1.3347,84.3581,,,
2007-11-28,2.4169,1.2927,3.541,1.3561,84.4001,,,
2007-12-07,2.5769,1.4742,3.6796,1.3778,84.4449,,,
2007-12-14,2.3733,1.2323,3.5144,1.3875,84.4861,,,
2007-12-21,3.4733,2.3625,4.584,1.4203,84.5463,,,
2007-12-28,3.7434,2.6603,4.8265,1.4622,84.6111,2.6369,0.9089,83.7496
2008-01-07,2.6781,1.5434,3.8128,1.4857,84.6577,,,
2008-01-14,1.7824,0.6898,2.875,1.4948,84.6889,,,
2008-01-21,1.8013,0.6876,2.9149,1.4865,84.7204,,,
2008-01-28,1.6436,0.5485,2.7387,1.477,84.7491,,,
2008-02-07,1.8372,0.7182,2.9561,1.484,84.7813,,,
2008-02-14,1.6366,0.5304,2.7429,1.4926,84.81,,,
2008-02-21,1.4027,0.2742,2.5312,1.5067,84.8346,,,
2008-02-28,2.0546,0.9641,3.145,1.5262,84.8706,,,
2008-03-07,2.5663,1.4461,3.6864,1.558,84.9154,,,
2008-03-14,2.8729,1.7854,3.9605,1.5909,84.9655,,,
2008-03-21,2.729,1.6428,3.8153,1.6163,85.0132,,,
2008-03-28,3.0916,2.0118,4.1714,1.6844,85.0672,2.6436,1.1192,84.2963
2008-04-07,2.0759,0.9987,3.153,1.7353,85.1036,,,
2008-04-14,1.357,0.242,2.4721,1.7391,85.1275,,,
2008-04-21,2.1681,1.0788,3.2575,1.7561,85.1656,,,
2008-04-28,1.946,0.8235,3.0685,1.7696,85.1998,,,
2008-05-07,2.1721,1.0957,3.2484,1.7809,85.2379,,,
2008-05-14,3.209,2.1013,4.3167,1.8076,85.2941,,,
2008-05-21,2.8308,1.752,3.9095,1.8432,85.3437,,,
2008-05-28,2.1752,1.0979,3.2524,1.8637,85.382,,,
2008-06-07,0.5826,-0.5295,1.6947,1.8412,85.3923,,,
2008-06-14,0.8036,-0.32,1.9273,1.8213,85.4065,,,
2008-06-21,0.983,-0.128,2.0939,1.8088,85.4239,,,
2008-06-28,1.7525,0.6361,2.8688,1.8152,85.4549,1.6579,1.827,84.848
2008-07-07,1.5575,0.473,2.642,1.8293,85.4824,,,
2008-07-14,1.5124,0.3997,2.625,1.8438,85.5091,,,
2008-07-21,1.5495,0.4321,2.6669,1.8517,85.5365,,,
2008-07-28,1.821,0.7328,2.9092,1.8717,85.5687,,,
2008-08-07,2.1764,1.0857,3.267,1.8961,85.6071,,,
2008-08-14,1.7074,0.5729,2.8419,1.9059,85.6373,,,
2008-08-21,1.8159,0.6863,2.9455,1.9058,85.6694,,,
2008-08-28,1.894,0.8101,2.9778,1.9268,85.7029,,,
2008-09-07,1.7476,0.6633,2.8319,1.9407,85.7339,,,
2008-09-14,2.2998,1.2144,3.3853,1.9526,85.7745,,,
2008-09-21,0.9278,-0.1944,2.05,1.9325,85.791,,,
2008-09-28,1.0411,-0.0476,2.1299,1.9373,85.8095,0.457,1.9333,85.1975
2008-10-07,1.3875,0.3012,2.4739,1.9474,85.8342,,,
2008-10-14,0.2235,-0.8908,1.3378,1.9153,85.8382,,,
2008-10-21,-0.0571,-1.1594,1.0452,1.8892,85.8371,,,
2008-10-28,-0.9931,-2.0903,0.1041,1.8394,85.8193,,,
2008-11-07,-1.5097,-2.5877,-0.4317,1.7856,85.7921,,,
2008-11-14,-1.8002,-2.8886,-0.7117,1.7109,85.7597,,,
2008-11-21,-2.2243,-3.3119,-1.1367,1.6138,85.7195,,,
2008-11-28,-1.4682,-2.6023,-0.3342,1.532,85.6931,,,
2008-12-07,-2.0276,-3.1672,-0.888,1.4349,85.6565,,,
2008-12-14,-3.2176,-4.3166,-2.1186,1.3163,85.5982,,,
2008-12-21,-3.8841,-4.9795,-2.7888,1.1607,85.5276,,,
2008-12-28,-4.1936,-5.2995,-3.0878,0.9931,85.4513,-3.8848,1.8449,85.2947
2009-01-07,-4.5024,-5.5875,-3.4174,0.8407,85.3694,,,
2009-01-14,-4.1318,-5.2701,-2.9935,0.7151,85.2944,,,
2009-01-21,-4.4969,-5.5975,-3.3963,0.5812,85.2127,,,
2009-01-28,-4.051,-5.1368,-2.9652,0.4605,85.1394,,,
2009-02-07,-4.0859,-5.2214,-2.9503,0.3352,85.0655,,,
2009-02-14,-4.4759,-5.6053,-3.3464,0.2057,84.9844,,,
2009-02-21,-4.1025,-5.2259,-2.9791,0.0892,84.9103,,,
2009-02-28,-4.0022,-5.1182,-2.8863,-0.0382,84.8381,,,
2009-03-07,-3.4601,-4.5651,-2.3552,-0.1643,84.7759,,,
2009-03-14,-2.0229,-3.1641,-0.8817,-0.2656,84.7398,,,
2009-03-21,-1.6905,-2.8324,-0.5486,-0.357,84.7097,,,
2009-03-28,-1.3573,-2.4468,-0.2678,-0.4485,84.6856,-2.3909,0.187,84.454
2009-04-07,-1.7176,-2.8283,-0.6069,-0.527,84.6551,,,
2009-04-14,-1.0043,-2.1453,0.1367,-0.5759,84.6373,,,
2009-04-21,-0.5707,-1.6978,0.5564,-0.6322,84.6272,,,
2009-04-28,0.7552,-0.367,1.8775,-0.6565,84.6405,,,
2009-05-07,0.009,-1.0739,1.0919,-0.7008,84.6406,,,
2009-05-14,0.0486,-1.0606,1.1578,-0.7651,84.6415,,,
2009-05-21,0.2806,-0.8509,1.412,-0.817,84.6464,,,
2009-05-28,0.8241,-0.2524,1.9006,-0.8445,84.6609,,,
2009-06-07,0.9089,-0.2009,2.0188,-0.8378,84.6768,,,
2009-06-14,1.4382,0.3237,2.5527,-0.8249,84.702,,,
2009-06-21,3.1309,2.0227,4.2391,-0.7814,84.7565,,,
2009-06-28,2.9484,1.8702,4.0266,-0.7572,84.8078,2.8162,-1.0648,83.9446
2009-07-07,3.0657,1.9274,4.204,-0.7267,84.8612,,,
2009-07-14,2.6971,1.5868,3.8074,-0.7027,84.9083,,,
2009-07-21,3.3943,2.2748,4.5137,-0.6654,84.9674,,,
2009-07-28,2.6873,1.5973,3.7774,-0.6479,85.0143,,,
2009-08-07,2.5452,1.4116,3.6788,-0.6404,85.0589,,,
2009-08-14,2.8029,1.715,3.8908,-0.6182,85.1079,,,
2009-08-21,3.3348,2.2149,4.4547,-0.5875,85.1661,,,
2009-08-28,3.4309,2.2936,4.5681,-0.5565,85.226,,,
2009-09-07,3.7185,2.6271,4.81,-0.5167,85.2909,,,
2009-09-14,2.8244,1.7212,3.9275,-0.5061,85.3404,,,
2009-09-21,2.537,1.4579,3.6161,-0.4733,85.3849,,,
2009-09-28,2.5622,1.4596,3.6649,-0.4423,85.43,3.1329,-0.7842,84.5294
2009-10-07,3.2054,2.0894,4.3214,-0.4054,85.4862,,,
2009-10-14,3.14,2.0062,4.2739,-0.3459,85.5413,,,
2009-10-21,2.9524,1.8612,4.0437,-0.2843,85.5932,,,
2009-10-28,2.9718,1.8578,4.0859,-0.2026,85.6454,,,
2009-11-07,2.3403,1.2234,3.4572,-0.1229,85.6867,,,
2009-11-14,1.6332,0.53,2.7364,-0.0513,85.7156,,,
2009-11-21,2.0644,0.9472,3.1817,0.0381,85.7521,,,
2009-11-28,1.6765,0.5412,2.8119,0.1036,85.7818,,,
2009-12-07,2.0103,0.9269,3.0938,0.1879,85.8174,,,
2009-12-14,1.4175,0.3305,2.5045,0.2855,85.8426,,,
2009-12-21,1.2226,0.1235,2.3217,0.3937,85.8643,,,
2009-12-28,1.4926,0.4016,2.5836,0.5143,85.8909,1.1022,-0.13,85.1839
2010-01-07,1.0483,-0.0378,2.1343,0.6327,85.9095,,,
2010-01-14,1.2137,0.108,2.3193,0.7465,85.9311,,,
2010-01-21,1.5588,0.4178,2.6999,0.8755,85.9588,,,
2010-01-28,2.5914,1.4781,3.7047,1.0163,86.0047,,,
2010-02-07,2.1845,1.053,3.3161,1.1496,86.0434,,,
2010-02-14,2.4548,1.3779,3.5317,1.2973,86.0869,,,
2010-02-21,2.8102,1.7078,3.9125,1.4443,86.1366,,,
2010-02-28,3.9901,2.8933,5.087,1.6134,86.2069,,,
2010-03-07,4.6419,3.5049,5.7788,1.7842,86.2885,,,
2010-03-14,4.6908,3.6096,5.7721,1.9249,86.3709,,,
2010-03-21,4.9607,3.833,6.0885,2.064,86.4582,,,
2010-03-28,4.2515,3.1312,5.3717,2.1817,86.5332,4.9976,1.141,85.4176
2010-04-07,4.4394,3.3349,5.5439,2.3112,86.6116,,,
2010-04-14,3.6617,2.5772,4.7462,2.4094,86.6765,,,
2010-04-21,3.7189,2.6187,4.8191,2.4996,86.7425,,,
2010-04-28,3.463,2.3431,4.5829,2.5563,86.8041,,,
2010-05-07,2.9026,1.8149,3.9902,2.6172,86.8559,,,
2010-05-14,2.9408,1.8109,4.0707,2.6782,86.9083,,,
2010-05-21,3.2122,2.0918,4.3325,2.7399,86.9656,,,
2010-05-28,3.3054,2.2008,4.41,2.792,87.0246,,,
2010-06-07,2.4182,1.3175,3.5189,2.8238,87.0679,,,
2010-06-14,1.4167,0.2907,2.5427,2.8233,87.0934,,,
2010-06-21,1.3499,0.234,2.4657,2.786,87.1178,,,
2010-06-28,0.7358,-0.3455,1.8171,2.7394,87.1311,1.7429,3.0029,86.4654
2010-07-07,0.903,-0.2309,2.037,2.694,87.1474,,,
2010-07-14,1.0189,-0.1093,2.147,2.6588,87.1658,,,
2010-07-21,0.8432,-0.2909,1.9773,2.6053,87.1811,,,
2010-07-28,0.0451,-1.0788,1.1689,2.5496,87.1819,,,
2010-08-07,0.0604,-1.0536,1.1744,2.4972,87.183,,,
2010-08-14,0.0802,-1.0248,1.1853,2.4399,87.1844,,,
2010-08-21,-0.5847,-1.6936,0.5241,2.3574,87.1738,,,
2010-08-28,0.1071,-1.0048,1.219,2.2877,87.1757,,,
2010-09-07,0.2501,-0.8882,1.3884,2.2152,87.1803,,,
2010-09-14,0.4852,-0.5885,1.559,2.1662,87.1891,,,
2010-09-21,0.9721,-0.1198,2.064,2.1335,87.2066,,,
2010-09-28,1.6771,0.5878,2.7663,2.115,87.2369,1.724,2.7331,86.8397
2010-10-07,0.8932,-0.1821,1.9685,2.0668,87.253,,,
2010-10-14,2.2468,1.1042,3.3895,2.0483,87.2934,,,
2010-10-21,1.7025,0.6088,2.7962,2.0224,87.3241,,,
2010-10-28,1.6728,0.5528,2.7927,1.9954,87.3543,,,
2010-11-07,1.8966,0.8184,2.9747,1.9861,87.3885,,,
2010-11-14,1.5154,0.4067,2.6241,1.9837,87.4159,,,
2010-11-21,2.0797,0.9833,3.1761,1.984,87.4534,,,
2010-11-28,1.7444,0.6073,2.8815,1.9854,87.485,,,
2010-12-07,1.5297,0.4173,2.6421,1.9754,87.5126,,,
2010-12-14,2.7936,1.6797,3.9075,2.004,87.5629,,,
2010-12-21,2.5254,1.3901,3.6607,2.0312,87.6084,,,
2010-12-28,2.5217,1.3915,3.6519,2.0526,87.6539,1.9863,2.3804,87.2116
2011-01-07,1.0997,-0.0144,2.2139,2.0537,87.6739,,,
2011-01-14,1.1875,0.0556,2.3195,2.0532,87.6954,,,
2011-01-21,1.1863,0.0672,2.3054,2.0454,87.717,,,
2011-01-28,0.3444,-0.7945,1.4834,1.9983,87.7233,,,
2011-02-07,0.3504,-0.7836,1.4845,1.9598,87.7297,,,
2011-02-14,-0.0104,-1.0868,1.0659,1.9081,87.7295,,,
2011-02-21,-0.309,-1.3996,0.7815,1.8427,87.7238,,,
2011-02-28,-0.094,-1.2291,1.0411,1.7576,87.7221,,,
2011-03-07,0.173,-0.9605,1.3064,1.6651,87.7253,,,
2011-03-14,0.4729,-0.6064,1.5522,1.578,87.7339,,,
2011-03-21,1.3275,0.2168,2.4381,1.5034,87.758,,,
2011-03-28,1.0002,-0.1106,2.1111,1.4364,87.7762,0.0991,2.6035,87.6414
2011-04-07,1.0229,-0.0998,2.1456,1.3661,87.7948,,,
2011-04-14,1.1642,0.0303,2.298,1.3146,87.816,,,
2011-04-21,1.5936,0.4852,2.7019,1.2709,87.8449,,,
2011-04-28,0.8831,-0.1994,1.9656,1.2176,87.861,,,
2011-05-07,0.9534,-0.1369,2.0437,1.1773,87.8784,,,
2011-05-14,1.0711,-0.0229,2.165,1.1386,87.8979,,,
2011-05-21,0.3713,-0.7586,1.5012,1.0798,87.9047,,,
2011-05-28,-0.2215,-1.3265,0.8834,1.0067,87.9006,,,
2011-06-07,0.7187,-0.3804,1.8178,0.9714,87.9137,,,
2011-06-14,1.2187,0.1131,2.3243,0.9673,87.9359,,,
2011-06-21,0.8671,-0.2515,1.9857,0.9573,87.9517,,,
2011-06-28,1.0619,-0.0156,2.1395,0.9641,87.9711,1.3672,1.3853,87.6631
2011-07-07,1.0048,-0.1029,2.1125,0.9662,87.9894,,,
2011-07-14,0.6153,-0.473,1.7037,0.9578,88.0007,,,
2011-07-21,1.1793,0.0921,2.2664,0.9648,88.0222,,,
2011-07-28,0.8178,-0.3068,1.9425,0.981,88.0371,,,
2011-08-07,0.9693,-0.105,2.0436,1,88.0548,,,
2011-08-14,1.3394,0.2002,2.4785,1.0263,88.0792,,,
2011-08-21,1.9607,0.8645,3.0568,1.0796,88.1149,,,
2011-08-28,1.4683,0.3285,2.608,1.108,88.1416,,,
2011-09-07,2.1678,1.0537,3.2818,1.1479,88.181,,,
2011-09-14,3.1605,2.0617,4.2592,1.2033,88.2382,,,
2011-09-21,2.8908,1.7903,3.9912,1.243,88.2907,,,
2011-09-28,2.1365,1.0258,3.2472,1.2526,88.3296,1.9563,1.2915,87.9613
2011-10-07,1.5608,0.4732,2.6484,1.2665,88.3581,,,
2011-10-14,1.2126,0.0735,2.3517,1.245,88.3803,,,
2011-10-21,1.5177,0.4399,2.5955,1.2412,88.408,,,
2011-10-28,2.2419,1.106,3.3778,1.253,88.4489,,,
2011-11-07,2.093,0.9835,3.2025,1.257,88.487,,,
2011-11-14,1.4888,0.3743,2.6033,1.2565,88.5143,,,
2011-11-21,1.1828,0.072,2.2935,1.2379,88.536,,,
2011-11-28,1.8481,0.7559,2.9403,1.24,88.5698,,,
2011-12-07,0.9635,-0.173,2.1,1.2282,88.5875,,,
2011-12-14,1.0204,-0.0704,2.1113,1.1915,88.6062,,,
2011-12-21,0.7531,-0.3592,1.8654,1.1547,88.6201,,,
2011-12-28,1.3436,0.2147,2.4725,1.1304,88.6447,1.203,1.3493,88.3883
2012-01-07,1.5386,0.4005,2.6767,1.1395,88.6729,,,
2012-01-14,1.3542,0.2279,2.4806,1.143,88.6978,,,
2012-01-21,0.3725,-0.7369,1.4819,1.126,88.7046,,,
2012-01-28,0.6911,-0.4279,1.8101,1.1332,88.7174,,,
2012-02-07,0.1764,-0.9198,1.2726,1.1296,88.7206,,,
2012-02-14,0.1095,-1.0271,1.246,1.1321,88.7227,,,
2012-02-21,1.1864,0.0691,2.3037,1.1635,88.7445,,,
2012-02-28,2.1924,1.0919,3.2928,1.2112,88.7846,,,
2012-03-07,2.6435,1.5364,3.7505,1.2626,88.8329,,,
2012-03-14,2.5153,1.4396,3.591,1.3051,88.8789,,,
2012-03-21,1.9859,0.8797,3.0922,1.3187,88.9153,,,
2012-03-28,2.1463,1.0366,3.256,1.3426,88.9546,2.3857,1.1542,88.653
2012-04-07,2.4702,1.3903,3.5502,1.3726,88.9999,,,
2012-04-14,2.7567,1.6279,3.8856,1.4056,89.0503,,,
2012-04-21,1.8173,0.7181,2.9165,1.4103,89.0838,,,
2012-04-28,1.1086,0.0229,2.1943,1.415,89.1042,,,
2012-05-07,0.6723,-0.4055,1.7501,1.4091,89.1167,,,
2012-05-14,1.0154,-0.0868,2.1175,1.4079,89.1354,,,
2012-05-21,0.3112,-0.7854,1.4078,1.4067,89.1412,,,
2012-05-28,0.9422,-0.1775,2.0618,1.4312,89.1586,,,
2012-06-07,0.1893,-0.9414,1.32,1.42,89.1621,,,
2012-06-14,0.6199,-0.5086,1.7484,1.4075,89.1736,,,
2012-06-21,0.6869,-0.3866,1.7605,1.4037,89.1863,,,
2012-06-28,0.8435,-0.2627,1.9498,1.3991,89.2019,1.2749,1.727,89.177
2012-07-07,1.9733,0.8831,3.0635,1.4193,89.2383,,,
2012-07-14,1.792,0.7146,2.8694,1.4439,89.2713,,,
2012-07-21,1.6911,0.5916,2.7906,1.4545,89.3025,,,
2012-07-28,1.4193,0.2815,2.557,1.4671,89.3287,,,
2012-08-07,1.7995,0.718,2.881,1.4844,89.3619,,,
2012-08-14,2.4594,1.343,3.5758,1.5077,89.4072,,,
2012-08-21,1.6699,0.5904,2.7495,1.5016,89.438,,,
2012-08-28,1.7214,0.6278,2.8151,1.5069,89.4699,,,
2012-09-07,0.7144,-0.4261,1.8548,1.4766,89.4831,,,
2012-09-14,1.6479,0.5409,2.7548,1.4454,89.5136,,,
2012-09-21,1.8047,0.6778,2.9315,1.4229,89.547,,,
2012-09-28,2.5061,1.4177,3.5945,1.4306,89.5932,1.7775,1.7038,89.4599
2012-10-07,1.9787,0.8959,3.0616,1.4393,89.6298,,,
2012-10-14,1.963,0.838,3.0879,1.4549,89.6661,,,
2012-10-21,2.4549,1.3406,3.5691,1.4743,89.7114,,,
2012-10-28,2.4933,1.3514,3.6352,1.4795,89.7575,,,
2012-11-07,2.7005,1.6058,3.7952,1.4921,89.8073,,,
2012-11-14,3.0793,1.9489,4.2098,1.525,89.8641,,,
2012-11-21,2.517,1.4326,3.6014,1.5527,89.9107,,,
2012-11-28,2.2905,1.1535,3.4274,1.5618,89.9531,,,
2012-12-07,2.0716,0.9494,3.1939,1.585,89.9915,,,
2012-12-14,1.6013,0.4839,2.7187,1.5971,90.0213,,,
2012-12-21,0.3267,-0.7999,1.4532,1.5881,90.0274,,,
2012-12-28,0.0924,-0.9832,1.1681,1.5618,90.0292,0.5385,1.6592,89.8548
2013-01-07,1.0309,-0.0531,2.1149,1.5512,90.0484,,,
2013-01-14,2.2354,1.1228,3.3479,1.5695,90.0899,,,
2013-01-21,1.4002,0.2583,2.5422,1.5911,90.116,,,
2013-01-28,0.911,-0.2093,2.0313,1.5957,90.1331,,,
2013-02-07,-0.2898,-1.3731,0.7935,1.5858,90.1276,,,
2013-02-14,0.0142,-1.0947,1.1231,1.5838,90.1279,,,
2013-02-21,-0.1724,-1.3019,0.9571,1.5552,90.1246,,,
2013-02-28,-0.7204,-1.8251,0.3842,1.494,90.1111,,,
2013-03-07,-0.6667,-1.7753,0.4419,1.4247,90.0985,,,
2013-03-14,-0.9991,-2.0861,0.088,1.3511,90.0797,,,
2013-03-21,-0.2158,-1.3131,0.8815,1.305,90.0756,,,
2013-03-28,0.1292,-0.998,1.2564,1.2629,90.078,0.3144,1.4919,89.9756
2013-04-07,0.2331,-0.8723,1.3384,1.2163,90.0824,,,
2013-04-14,0.7593,-0.3279,1.8464,1.1749,90.0966,,,
2013-04-21,0.9623,-0.1752,2.0997,1.1571,90.1146,,,
2013-04-28,-0.4508,-1.5274,0.6258,1.1244,90.1061,,,
2013-05-07,-0.1638,-1.2997,0.9721,1.1068,90.103,,,
2013-05-14,0.1896,-0.9199,1.299,1.0895,90.1066,,,
2013-05-21,0.3768,-0.7324,1.4859,1.0909,90.1136,,,
2013-05-28,0.0166,-1.0653,1.0986,1.0715,90.1139,,,
2013-06-07,0.1201,-1.0111,1.2513,1.07,90.1162,,,
2013-06-14,0.0426,-1.0922,1.1775,1.0579,90.117,,,
2013-06-21,-0.5797,-1.6865,0.5271,1.0313,90.1061,,,
2013-06-28,0.631,-0.4984,1.7603,1.0268,90.1179,0.6361,0.9746,90.0462
2013-07-07,-0.3222,-1.4535,0.8091,0.9789,90.1118,,,
2013-07-14,-0.6176,-1.6977,0.4625,0.9285,90.1002,,,
2013-07-21,0.1614,-0.9437,1.2666,0.8966,90.1032,,,
2013-07-28,-0.7519,-1.8502,0.3463,0.8512,90.0891,,,
2013-08-07,-0.2311,-1.3703,0.9081,0.8088,90.0847,,,
2013-08-14,-0.3575,-1.4516,0.7366,0.7503,90.078,,,
2013-08-21,-0.4814,-1.5575,0.5946,0.7054,90.0689,,,
2013-08-28,-1.4508,-2.5891,-0.3125,0.639,90.0415,,,
2013-09-07,-1.5758,-2.7127,-0.439,0.5907,90.0117,,,
2013-09-14,-1.0636,-2.1502,0.023,0.5341,89.9917,,,
2013-09-21,-1.0937,-2.208,0.0207,0.4736,89.9711,,,
2013-09-28,-0.2331,-1.3559,0.8897,0.4169,89.9667,0.285,0.815,90.189
2013-10-07,-0.1565,-1.2899,0.977,0.3727,89.9638,,,
2013-10-14,-0.1369,-1.2374,0.9636,0.3291,89.9612,,,
2013-10-21,-0.1625,-1.3031,0.9781,0.2751,89.9582,,,
2013-10-28,0.092,-0.9867,1.1708,0.2255,89.9599,,,
2013-11-07,0.7811,-0.3525,1.9147,0.1861,89.9745,,,
2013-11-14,1.1078,-0.0347,2.2503,0.1458,89.9951,,,
2013-11-21,1.3535,0.2118,2.4952,0.122,90.0203,,,
2013-11-28,1.9573,0.8837,3.031,0.1152,90.0567,,,
2013-12-07,1.3719,0.246,2.4978,0.1008,90.0823,,,
2013-12-14,1.0987,-0.0016,2.199,0.0905,90.1028,,,
2013-12-21,1.9298,0.8544,3.0053,0.1236,90.1387,,,
2013-12-28,1.3187,0.1827,2.4547,0.149,90.1633,1.3492,0.4434,90.2532
2014-01-07,1.4896,0.3953,2.5839,0.1584,90.1911,,,
2014-01-14,1.4,0.2959,2.5041,0.1413,90.2172,,,
2014-01-21,2.2817,1.1484,3.415,0.1594,90.2596,,,
2014-01-28,2.7652,1.6292,3.9013,0.1974,90.311,,,
2014-02-07,2.4173,1.3227,3.5118,0.2533,90.3559,,,
2014-02-14,2.3342,1.211,3.4574,0.3012,90.3994,,,
2014-02-21,0.2955,-0.8244,1.4153,0.311,90.4049,,,
2014-02-28,0.2362,-0.8927,1.3652,0.3311,90.4094,,,
2014-03-07,0.6035,-0.4915,1.6986,0.3576,90.4207,,,
2014-03-14,1.8847,0.7783,2.9911,0.4177,90.4559,,,
2014-03-21,1.6574,0.5362,2.7787,0.4566,90.4869,,,
2014-03-28,1.7494,0.6513,2.8474,0.4902,90.5196,1.2399,0.6452,90.5561
2014-04-07,1.5307,0.422,2.6394,0.5171,90.5482,,,
